"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1.8992185940125,-1.76657597152341,1.43173702915599,-2.60787304237793,1.33945273133213,0.874624495513685,1.08581390570144,-0.285063793952855,-0.144353456807112,-3.4248732717171,1.68755468988297,4.03075815018086,-3.47757147350331,-2.54820778820947,0.986515177875578,-0.099902660517641,1.10660300632674,-0.0878563213730589
"2",1.91828344976506,-0.615892137439063,1.16886998541345,-1.88475340508477,1.4499265606198,-0.102960843011209,-0.706102706176185,-0.313443073494959,0.653007991892035,-1.80907196281123,0.992489878071485,1.69188178340734,-2.13679784063241,-1.58580315374652,0.19437550805459,0.327340687457298,0.687437311475435,0.0712119662398429
"3",1.15631048113125,0.159228058947294,0.162320791673985,-0.709570593193371,0.106135297552698,0.0876141862837602,-1.04664981910158,-0.388579512006458,0.0448945219839022,-1.14005721416875,1.26494968851194,0.917248026210706,-1.24123856897268,-1.26826072224309,-0.589048076719642,0.501565388054824,0.478366731313096,1.50477133474211
"4",0.0139659938565108,0.498677300321237,0.220117533797462,0.825474702409164,-0.345103460822183,0.25723321629037,-1.3744427395462,-0.17256615932384,-0.217309717967612,-0.537687780580548,0.605438925846391,-0.248823799988772,-0.762772265150717,-1.2021560015494,-0.498522514284898,1.83527504988364,-0.15674759538727,1.25994931219666
"5",-0.00552128994788384,0.0282929267179054,-0.605607768705227,-0.14224661710374,0.560289499481283,-0.427002672578403,-1.62922306407909,0.644024810868809,0.430230382070233,0.96670553046211,-0.557920339843444,-0.390685308705635,-0.176313240701494,-0.782584114983569,0.751468668575501,0.259183111987877,-0.169782643038685,1.24669212952346
"6",0.658565866752844,0.0683479182625396,-0.516394273587263,-0.714079686973135,-0.596796706490543,-0.354540383977926,-1.26306455925748,-0.246959986530917,-0.578684455309712,1.0450796210034,-1.27780022774829,0.401091276120434,1.12298678204853,0.0253622927599387,0.04151852584872,0.20005331577621,0.862757883079981,1.12255679822267
"7",0.57110180595394,0.48540957587971,0.813586367236783,-0.58537673010261,-0.632384215141973,0.648541841318097,-0.313571674398732,-0.315742088861638,-0.306094408515041,-0.135794916002247,-1.2964588542907,-0.0223496211922816,0.793507118596837,-0.613076070380519,0.517123733292275,-0.31017477379454,0.748590409985185,-0.0468374995825494
"8",-0.0246340741283042,-0.532474994781074,0.421740843560332,-0.440825406440161,-0.636562848846721,0.111424186970935,1.30124113560908,0.36660935208529,1.21763124846226,-0.696376956034114,-1.0886934245295,-0.159329656621142,-0.0163232296801519,-0.675207520693246,0.206603771563445,-0.721948427130729,1.6412613686897,-0.274135368055895
"9",0.223175731928402,-0.559248293617704,-0.404970189544303,0.483732346708299,-0.270675716198066,0.438536458880463,1.03205296298968,1.59591118935872,0.120563076385866,-0.733378397476807,-0.955804657064295,-0.380050534686052,-0.213949621734674,-0.355056395404817,-0.397322996658207,-0.468985658036434,1.36516046944373,-0.519689775273801
"10",0.192588311227755,-0.0800093332462999,-0.397208581552912,0.108693340625011,-0.159033116216055,0.263000114873768,0.368363947490152,0.556292097813163,0.168502025425616,-0.222402029051505,-0.898563199365639,-0.199541348082351,0.314718517769384,0.276536993032831,-0.386290240868872,-0.105634722038923,0.665363251248711,-0.465376029083833
"11",-0.113864669710122,0.031732874538513,-0.410408573441367,0.0743769235315108,0.291574668621147,0.0510346639471727,-0.829002267084798,0.200437895686102,0.114575386514411,-0.141436931189466,-0.242703467102653,-0.399138605040808,0.702816199586062,-0.140667602726815,0.0113406847277188,0.619377161760192,0.310207778826764,-0.130252121443564
"12",-0.253428773559308,0.740639465115654,-0.56587565253296,-0.0332367828323911,0.799933141626012,-0.173760262554965,-0.923349310102812,-0.160928047107595,0.0261194280772863,-0.0939813936272889,0.484336220414773,-0.328547324756484,0.120496476300806,0.0819857708033884,-0.10121391101092,0.241335199225576,0.088633177119383,0.0508425794018467
"13",0.701073826637075,0.914604075101967,-0.470465110484321,0.116103279584492,0.384891922665516,-0.362609619530783,-0.754920753644553,-0.399905465271927,0.725584895310477,0.0835474961484168,-0.238724262140963,-0.398050035976609,-0.104123408622248,0.3040925278809,-0.114182765130113,-0.0399851525720786,-0.10204472014214,-0.244886729813107
"14",-0.55629138621259,1.47931471100767,-0.489913517970695,-0.0654809430732913,0.65589464492434,0.394142585470927,-0.246287733291866,-0.329367319839376,0.408810002943605,0.339770818519293,-0.967606750976239,0.471071994385076,-0.344754876021934,-0.302498206587113,-0.0869325895021672,0.432030767126663,-0.0821976834919902,-0.709704517410312
"15",0.0655572770836787,0.442330028662878,0.0387321863145736,-0.00199908644903945,0.768236872784091,0.0976915854917918,-0.520434339347381,-0.424470521660484,-0.338280098806787,0.63768747176357,-0.782039572875225,0.302914456115997,0.24267598211263,0.205312292066024,0.182131110821419,0.00276343164032712,-0.50090680500038,-0.417902270717683
"16",0.613307842542804,0.319649535222872,-0.236129209608017,1.39780777875737,1.11748593676367,0.908510647792533,-1.24459903919027,-0.47727322583263,-0.142448316139823,-0.830218033872086,-0.965413761588302,1.08233975420699,-0.0178630806944877,-0.469260699816973,-1.00747403664639,-0.210553518356059,0.511021649962156,-0.348890223503357
"17",0.615746483179,-0.327175867639537,-0.445501683752895,0.359505645782445,1.4957473588724,-0.0109652077053687,-0.8610572327012,0.0221270606848296,1.17885234102934,-1.19059346884844,-0.782107797954033,0.124060215068521,-0.0890148575886617,0.150671612273383,-1.2042463840776,0.707689731841688,-0.611334782508276,0.867596834044402
"18",0.305817029075046,-0.367155828930436,-0.212169203879988,-0.148628415523753,0.872708675680363,-0.147252054788655,0.0108232227003087,0.565774077237031,1.0372328768091,-1.21590963212226,-0.787629608080519,0.127920260581739,0.948620538313331,-0.061052303495089,-0.654521692314132,0.0221712941160127,-0.79745616025343,0.500706924875328
"19",-0.177514939117694,-0.00242446357317814,-0.19625738865536,-0.433713786046565,0.160925080251426,-0.123532282457832,1.10501202513572,0.313599861128593,0.921013717108167,-0.87656502563287,-0.912080166425654,0.443041690692088,1.00710486259282,0.0134176865662107,-0.106292297191703,-0.232867328171683,-1.04519481481669,0.142327568614203
"20",-0.23367670299379,-0.212375771290306,-0.008591231632583,-0.743230459415725,-0.148149214865207,0.177939672975493,1.6563972158219,1.52226186775316,-0.359750381884862,-0.101620667755633,-0.924372957796115,0.316819989584712,0.0180970453292369,-0.00619094720202984,-0.28478413165504,-0.134912807492098,-0.733934580097209,0.200074062616095
"21",0.273640844473956,-0.684752162072597,1.35308717077899,-0.0909539141120719,-0.388273189729523,0.987004097311302,-0.103171206682323,0.568297126163664,-0.602422846804155,1.31453058274223,-1.17879497151725,0.263868331390799,-0.846797827013456,0.394436656217819,-0.451579254258491,0.0981234086797804,-0.607309674938292,-0.298933170630375
"22",-0.276667613974671,-0.617031865267232,0.917996039107271,1.91846891872463,0.0716888701421102,0.520616238299286,-0.123603461332277,-0.23489941508476,-0.329012862727807,0.388026407846641,-0.993700001450618,-0.139346616185237,-0.990620527193139,-0.386593642802924,-0.0552119666615035,-0.294082588233152,0.169197279631528,0.454776807161856
"23",-0.46248113816108,-0.336416435697092,0.453281461053387,1.12418501687342,0.748691436200602,0.0878874973711881,0.791362842417337,-0.263081985468953,-0.725109201866957,-0.322190933261614,-0.727539052579931,-0.656252675941055,-0.61886099801315,-0.521525553915273,0.710992173908309,-0.368211036323891,0.0625267321689168,1.02274185123583
"24",-0.459436849841143,0.614476737632202,-0.28614329323163,-0.354034840517547,0.600686280671218,0.0456377180008357,0.202372629235302,0.734541660526073,-0.667097111740896,-0.502588471970475,-0.090381365442434,-0.565459472345541,0.280301592921146,-0.0479410727906897,0.0447049322410649,-0.273611793426851,0.93357669537168,-0.209603975292315
"25",-0.609338433914641,1.21726046666132,-1.1498491298023,0.033369604046066,0.838980115778862,0.894532824798046,0.290199927953847,1.64551426418405,-0.634274928956007,0.448726277101323,-0.417333454423261,-0.570566912244893,0.947796014093762,-0.671708509758333,0.435169167462211,-1.06145045809109,-0.379401460955112,-1.25762537393385
