"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","-0.0101174177215339","0.0380932741581936","0.0347886161230564"
"3","0.0133339002228357","-0.0439620061237019","0.0110357178785681"
"4","-0.0136850009580173","-0.0404585536398991","-0.0200484991062467"
"5","0.0163825097827443","-0.00306797168478975","-0.0303909774209534"
"6","0.019715326761795","0.00419594613815498","0.0401596501179087"
"7","0.00789668599711458","-0.0965899634590203","-0.0280023551201496"
"8","0.000421238833465731","-0.000869520394430653","-0.00995948167521123"
"9","0.0320449820183507","-0.00861501729070568","0.00615338063713077"
"10","0.00980670850689941","0.0134072081192556","-0.0222217367271285"
"11","-0.00912803799681753","0.0228016150352343","-0.0154833052301963"
"12","-0.0508656021469185","0.0133001440128527","0.00796454463471003"
"13","-0.00668917108845296","0.0405329652578384","-0.0140870524111291"
"14","0.018933720749058","0.023384782492417","-0.000277606021217929"
"15","-0.0146746206947264","-0.0335054396727398","-0.0166859320809303"
"16","-0.0126495068762813","-0.0315868478387336","0.0254077158358295"
"17","-0.00328530084934316","0.0429602683100414","-0.00840728528789287"
"18","0.00584197166904614","0.00368551239734355","0.00237555026047412"
"19","-0.0032823862092185","0.0562936041826893","0.0376790555933783"
