,Date,Season,round,period,home.name,away.name,home.score,away.score,home.goals,home.behinds,away.goals,away.behinds,Home.Odds,Away.Odds,Bookmakers.Surveyed,Home.Odds.Open,Home.Odds.Min,Home.Odds.Max,Home.Odds.Close,Away.Odds.Open,Away.Odds.Min,Away.Odds.Max,Away.Odds.Close,Home.Line.Open,Home.Line.Min,Home.Line.Max,Home.Line.Close,Away.Line.Open,Away.Line.Min,Away.Line.Max,Away.Line.Close,Home.Line.Odds.Open,Home.Line.Odds.Min,Home.Line.Odds.Max,Home.Line.Odds.Close,Away.Line.Odds.Open,Away.Line.Odds.Min,Away.Line.Odds.Max,Away.Line.Odds.Close,Total.Score.Open,Total.Score.Min,Total.Score.Max,Total.Score.Close,Total.Score.Over.Open,Total.Score.Over.Min,Total.Score.Over.Max,Total.Score.Over.Close,Total.Score.Under.Open,Total.Score.Under.Min,Total.Score.Under.Max,Total.Score.Under.Close,Notes,home.number,away.number
35,2018-08-04,2018,20,43,HW,ES,107,103,16,11,16,7,2.04,1.75,8,1.85,1.85,2.15,2.1,1.97,1.75,1.97,1.77,-1.5,-1.5,4.5,3.5,1.5,-4.5,1.5,-3.5,1.9,1.9,1.95,1.93,1.9,1.87,1.9,1.93,174.5,169.5,174.5,169.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,2,14
36,2018-08-03,2018,20,43,RI,GE,85,82,12,13,12,10,1.4,2.87,8,1.3,1.3,1.45,1.44,3.6,2.85,3.6,2.9,-22.5,-23.5,-14.5,-16.5,22.5,14.5,23.5,16.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,165.5,151.5,165.5,151.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,10,8
37,2018-07-29,2018,19,42,FR,HW,53,112,7,11,17,10,3,1.38,7,2.6,2.6,3,3,1.5,1.42,1.5,1.42,13.5,13.5,17.5,17.5,-13.5,-17.5,-13.5,-17.5,1.9,1.9,1.93,1.93,1.9,1.9,1.9,1.93,152.5,152.5,156.5,156.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,13,3
38,2018-07-29,2018,19,42,WB,PA,34,78,5,4,11,12,3.54,1.29,7,2.7,2.7,3.5,3.5,1.47,1.33,1.47,1.33,14.5,14.5,22.5,22.5,-14.5,-22.5,-14.5,-22.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,157.5,137.5,157.5,137.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,17,2
39,2018-07-29,2018,19,42,NM,WC,81,41,12,9,6,5,1.68,2.16,7,1.9,1.63,2.2,1.68,1.9,1.68,2.35,2.25,-1.5,-8.5,6.5,-7.5,1.5,-6.5,8.5,7.5,1.95,1.93,1.9,1.93,1.87,1.9,1.93,1.93,172.5,163.5,172.5,163.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,7,1
40,2018-07-28,2018,19,42,AD,ME,77,90,10,17,13,12,1.69,2.15,7,1.68,1.68,1.75,1.75,2.2,2.1,2.25,2.15,-8.5,-8.5,-4.5,-4.5,8.5,4.5,8.5,4.5,1.9,1.9,1.93,1.93,1.9,1.9,1.9,1.93,180.5,168.5,180.5,169.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,16,9
41,2018-07-28,2018,19,42,GC,CA,44,79,5,14,12,7,1.33,3.27,7,1.68,1.35,1.7,1.38,2.2,2.18,3.35,3.2,-8.5,-20.5,-6.5,-18.5,8.5,6.5,20.5,18.5,1.9,1.9,1.9,1.93,1.9,1.9,1.93,1.93,157.5,157.5,157.5,157.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,6,12
42,2018-07-28,2018,19,42,GW,SK,86,61,13,8,8,13,1.12,6.12,7,1.17,1.12,1.17,1.14,5.25,5.25,6.75,6.25,-35.5,-39.5,-35.5,-36.5,35.5,35.5,39.5,36.5,1.9,1.9,1.9,1.93,1.9,1.9,1.93,1.93,155.5,155.5,160.5,160.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,15,8
43,2018-07-28,2018,19,42,GE,BL,120,78,18,12,11,12,1.17,4.95,7,1.17,1.17,1.2,1.2,5.25,4.6,5.25,4.8,-35.5,-35.5,-30.5,-30.5,35.5,30.5,35.5,30.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,182.5,177.5,182.5,180.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,10,18
44,2018-07-28,2018,19,42,RI,CW,105,77,16,9,12,5,1.35,3.19,7,1.42,1.35,1.45,1.36,2.9,2.75,3.35,3.3,-16.5,-20.5,-14.5,-19.5,16.5,14.5,20.5,19.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,168.5,167.5,168.5,167.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,14,11
45,2018-07-27,2018,19,42,ES,SY,109,66,15,19,10,6,1.67,2.17,7,1.97,1.68,1.97,1.72,1.85,1.85,2.25,2.18,1.5,-6.5,1.5,-5.5,-1.5,-1.5,6.5,5.5,1.9,1.9,1.9,1.93,1.9,1.9,1.95,1.93,168.5,166.5,169.5,166.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,5,4
46,2018-07-22,2018,18,41,PA,GW,58,80,8,10,11,14,1.59,2.32,8,1.4,1.4,1.78,1.6,3,2.05,3,2.4,-16.5,-16.5,-3.5,-10.5,16.5,3.5,16.5,10.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,155.5,155.5,157.5,157.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,9,17
47,2018-07-22,2018,18,41,WC,WB,100,46,14,16,6,10,1.12,5.94,8,1.17,1.1,1.17,1.13,5.25,5.25,7.25,6.5,-36.5,-43.5,-36.5,-40.5,36.5,36.5,43.5,40.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,162.5,141.5,162.5,145.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,10,15
48,2018-07-22,2018,18,41,CA,HW,52,124,7,10,18,16,5.47,1.14,8,6.5,5.6,7,5.6,1.11,1.1,1.16,1.16,40.5,35.5,42.5,35.5,-40.5,-42.5,-35.5,-35.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,167.5,166.5,168.5,166.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,3,16
49,2018-07-21,2018,18,41,BL,AD,88,93,13,10,13,15,2.27,1.62,8,2.7,2.2,2.8,2.35,1.47,1.44,1.7,1.63,15.5,5.5,17.5,9.5,-15.5,-17.5,-5.5,-9.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,179.5,177.5,182.5,182.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,2,13
50,2018-07-21,2018,18,41,GE,ME,100,98,16,4,14,14,1.5,2.55,8,1.56,1.5,1.65,1.5,2.45,2.25,2.68,2.68,-10.5,-12.5,-7.5,-12.5,10.5,7.5,12.5,12.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,160.5,160.5,163.5,163.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,12,7
51,2018-07-21,2018,18,41,ES,FR,99,70,13,21,11,4,1.11,6.07,8,1.2,1.12,1.25,1.12,4.6,4,6.75,6.75,-30.5,-39.5,-28.5,-39.5,30.5,28.5,39.5,39.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,155.5,155.5,167.5,166.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,18,6
52,2018-07-21,2018,18,41,SY,GC,64,88,8,16,12,16,1.02,12.27,8,1.04,1.02,1.04,1.02,11,11,17,17,-51.5,-62.5,-51.5,-62.5,51.5,51.5,62.5,62.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,160.5,159.5,166.5,166.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,5,11
53,2018-07-21,2018,18,41,CW,NM,130,64,20,10,9,10,1.47,2.62,8,1.56,1.48,1.62,1.48,2.45,2.3,2.75,2.75,-11.5,-15.5,-9.5,-15.5,11.5,9.5,15.5,15.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,169.5,169.5,171.5,171.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,8,4
54,2018-07-20,2018,18,41,SK,RI,57,111,8,9,16,15,5.23,1.15,8,6.25,5.4,6.5,5.4,1.12,1.12,1.17,1.17,40.5,32.5,40.5,33.5,-40.5,-40.5,-32.5,-33.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,174.5,173.5,174.5,173.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,1,14
55,2018-07-15,2018,17,40,FR,PA,59,50,8,11,7,8,4.89,1.18,9,3,3,5.2,5.2,1.4,1.18,1.4,1.18,17.5,17.5,33.5,33.5,-17.5,-33.5,-17.5,-33.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,152.5,152.5,153.5,153.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,15,9
56,2018-07-15,2018,17,40,NM,SY,98,104,15,8,16,8,1.87,1.91,9,2.2,1.83,2.25,1.85,1.68,1.65,2.02,2,7.5,-2.5,8.5,-1.5,-7.5,-8.5,2.5,1.5,1.9,1.93,1.9,1.9,1.9,1.9,1.93,1.95,160.5,160.5,165.5,165.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,12,1
57,2018-07-15,2018,17,40,CW,WC,67,102,9,13,15,12,1.5,2.56,9,1.58,1.47,1.58,1.52,2.4,2.4,2.8,2.62,-10.5,-15.5,-10.5,-13.5,10.5,10.5,15.5,13.5,1.9,1.9,1.9,1.93,1.9,1.9,1.93,1.93,164.5,162.5,166.5,165.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,4,3
58,2018-07-14,2018,17,40,GC,ES,51,95,6,15,13,17,4.01,1.24,9,4.35,3.85,4.5,3.85,1.22,1.22,1.28,1.28,29.5,25.5,30.5,25.5,-29.5,-30.5,-25.5,-25.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,156.5,156.5,156.5,156.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,13,18
59,2018-07-14,2018,17,40,GW,RI,79,77,11,13,10,17,2.53,1.52,9,2.2,2.18,2.62,2.55,1.68,1.5,1.7,1.54,7.5,6.5,13.5,11.5,-7.5,-13.5,-6.5,-11.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,159.5,157.5,159.5,158.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,17,14
60,2018-07-14,2018,17,40,ME,WB,119,69,18,11,10,9,1.11,6.4,9,1.28,1.1,1.28,1.13,3.7,3.7,8,6.5,-24.5,-44.5,-24.5,-39.5,24.5,24.5,44.5,39.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,176.5,174.5,176.5,174.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,7,8
61,2018-07-14,2018,17,40,HW,BL,65,98,9,11,15,8,1.22,4.24,9,1.18,1.18,1.3,1.22,5,3.6,5,4.5,-33.5,-33.5,-23.5,-28.5,33.5,23.5,33.5,28.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,181.5,176.5,181.5,177.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,16,2
62,2018-07-13,2018,17,40,SK,CA,116,52,16,20,7,10,1.3,3.51,9,1.42,1.28,1.44,1.33,2.9,2.8,3.85,3.5,-15.5,-24.5,-15.5,-21.5,15.5,15.5,24.5,21.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,165.5,163.5,167.5,167.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,11,10
63,2018-07-12,2018,17,40,AD,GE,112,97,16,16,14,13,1.98,1.82,8,1.75,1.7,2.02,2.02,2.1,1.83,2.18,1.83,-4.5,-6.5,2.5,2.5,4.5,-2.5,6.5,-2.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,160.5,157.5,160.5,158.5,1.9,1.9,1.9,1.87,1.9,1.9,1.9,1.95,,6,5
64,2018-07-08,2018,16,39,WC,GW,86,75,13,8,10,15,1.6,2.29,8,1.48,1.48,1.65,1.63,2.65,2.25,2.65,2.35,-13.5,-13.5,-6.5,-9.5,13.5,6.5,13.5,9.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,166.5,163.5,166.5,163.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,18,17
65,2018-07-08,2018,16,39,ES,CW,62,78,9,8,12,6,2.32,1.59,8,2.4,2.3,2.45,2.45,1.58,1.58,1.65,1.58,10.5,7.5,10.5,9.5,-10.5,-10.5,-7.5,-9.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,150.5,146.5,163.5,162.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,10,2
66,2018-07-08,2018,16,39,NM,GC,95,58,14,11,8,10,1.07,8.1,8,1.1,1.08,1.12,1.08,7,6.25,9,9,-42.5,-52.5,-40.5,-52.5,42.5,40.5,52.5,52.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,175.5,175.5,178.5,177.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,15,3
67,2018-07-07,2018,16,39,ME,FR,102,48,13,24,7,6,1.08,7.43,8,1.25,1.08,1.25,1.08,4,4,9,9,-25.5,-48.5,-25.5,-48.5,25.5,25.5,48.5,48.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,165.5,161.5,166.5,164.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,9,4
68,2018-07-07,2018,16,39,WB,HW,59,122,9,5,19,8,2.87,1.4,8,3,2.7,3.1,2.9,1.4,1.4,1.48,1.44,17.5,14.5,19.5,18.5,-17.5,-19.5,-14.5,-18.5,1.9,1.9,1.93,1.93,1.9,1.93,1.93,1.93,173.5,170.5,173.5,171.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,5,8
69,2018-07-07,2018,16,39,PA,SK,86,50,12,14,7,8,1.1,6.35,8,1.08,1.08,1.13,1.12,8,6,8,6.75,-44.5,-44.5,-37.5,-40.5,44.5,37.5,44.5,40.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,166.5,155.5,166.5,165.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,1,11
70,2018-07-07,2018,16,39,BL,CA,120,55,18,12,7,13,1.31,3.42,8,1.44,1.3,1.54,1.3,2.8,2.5,3.7,3.7,-14.5,-25.5,-11.5,-25.5,14.5,11.5,25.5,25.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,173.5,172.5,176.5,174.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,14,6
71,2018-07-06,2018,16,39,RI,AD,103,56,15,13,8,8,1.23,4.02,8,1.2,1.2,1.25,1.24,4.6,4.15,4.8,4.25,-30.5,-31.5,-25.5,-28.5,30.5,25.5,31.5,28.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,170.5,162.5,170.5,163.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,7,13
72,2018-07-05,2018,16,39,SY,GE,59,71,9,5,8,23,1.67,2.18,8,1.47,1.44,1.72,1.72,2.7,2.18,2.8,2.18,-13.5,-16.5,-5.5,-5.5,13.5,5.5,16.5,5.5,1.9,1.9,1.95,1.95,1.9,1.9,1.9,1.9,162.5,154.5,162.5,156.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,12,16
73,2018-07-01,2018,15,38,FR,BL,64,119,9,10,18,11,1.28,3.62,10,1.33,1.27,1.33,1.28,3.35,3.35,4,3.85,-19.5,-25.5,-19.5,-22.5,19.5,19.5,25.5,22.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,169.5,166.5,171.5,171.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,8,17
74,2018-07-01,2018,15,38,ES,NM,125,108,19,11,16,12,1.94,1.85,10,2.1,1.86,2.1,2,1.75,1.75,1.97,1.85,4.5,-1.5,4.5,2.5,-4.5,-4.5,1.5,-2.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,158.5,158.5,165.5,165.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,15,16
75,2018-07-01,2018,15,38,ME,SK,117,119,18,9,18,11,1.11,6.27,10,1.11,1.11,1.13,1.12,6.5,6,6.75,6.75,-38.5,-39.5,-38.5,-39.5,38.5,38.5,39.5,39.5,1.9,1.93,1.93,1.93,1.9,1.9,1.93,1.93,173.5,172.5,176.5,176.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,9,14
76,2018-06-30,2018,15,38,GC,CW,60,99,8,12,14,15,7.17,1.09,10,5.75,5.75,8,8,1.14,1.1,1.14,1.1,33.5,33.5,44.5,44.5,-33.5,-44.5,-33.5,-44.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,161.5,154.5,161.5,156.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,4,10
77,2018-06-30,2018,15,38,GW,HW,95,84,13,17,13,6,1.55,2.43,10,1.47,1.47,1.82,1.54,2.7,2,2.7,2.55,-13.5,-13.5,-2.5,-12.5,13.5,2.5,13.5,12.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,162.5,154.5,162.5,154.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,2,1
78,2018-06-30,2018,15,38,AD,WC,88,78,12,16,12,6,1.45,2.72,10,2.2,1.42,2.2,1.42,1.68,1.68,2.9,2.9,6.5,-17.5,6.5,-17.5,-6.5,-6.5,17.5,17.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,169.5,161.5,169.5,161.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,5,18
79,2018-06-30,2018,15,38,CA,PA,69,90,10,9,13,12,6.39,1.11,10,6,5.75,6.5,6,1.13,1.11,1.15,1.15,35.5,33.5,38.5,33.5,-35.5,-38.5,-33.5,-33.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,154.5,150.5,154.5,154.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,11,12
80,2018-06-29,2018,15,38,WB,GE,103,101,16,7,15,11,5.18,1.16,10,5,4.6,5.6,5.4,1.18,1.16,1.2,1.17,29.5,29.5,34.5,33.5,-29.5,-34.5,-29.5,-33.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,162.5,157.5,162.5,157.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,6,3
81,2018-06-28,2018,15,38,RI,SY,93,67,14,9,11,1,1.53,2.5,10,1.58,1.48,1.6,1.52,2.4,2.35,2.75,2.62,-9.5,-15.5,-8.5,-14.5,9.5,8.5,15.5,14.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,157.5,157.5,159.5,159.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,8,13
82,2018-06-24,2018,14,37,CW,CA,79,59,11,13,9,5,1.06,9.25,10,1.13,1.06,1.13,1.06,6,6,10.5,10.5,-38.5,-49.5,-38.5,-49.5,38.5,38.5,49.5,49.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,156.5,156.5,165.5,165.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,16,10
83,2018-06-23,2018,14,37,WB,NM,75,77,11,9,12,5,3.85,1.26,10,2.9,2.8,5,4.15,1.42,1.18,1.44,1.25,16.5,15.5,33.5,25.5,-16.5,-33.5,-15.5,-25.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,170.5,170.5,172.5,170.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,17,15
84,2018-06-23,2018,14,37,BL,GW,82,109,12,10,16,13,3.46,1.31,10,4,3.3,4,3.5,1.25,1.25,1.36,1.33,25.5,19.5,25.5,20.5,-25.5,-25.5,-19.5,-20.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,185.5,178.5,185.5,178.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,,11,7
