"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","-0.00472832270501748","0.0303356674707562","0.0234552613641156"
"3","0.0137341194443656","-0.0355478231979204","0.00904522713144834"
"4","-0.0139736956433382","-0.0362109070807317","-0.0114058305779735"
"5","0.0168568213840244","0.00463633271294953","-0.0278616333392842"
"6","0.0308571311716522","-0.01277015225939","0.0383917851876577"
"7","0.00498548362612026","-0.0950049841514491","-0.0350103399879634"
"8","-0.00707440037983674","-0.00913480368476007","-0.0150707229392593"
"9","0.0319543772892051","-0.0180097869255859","-0.00119518344776231"
"10","0.0142042916588102","0.0139678195145738","-0.0247977153313519"
"11","-0.0199905018570253","0.0212841058158513","-0.0183331741007549"
"12","-0.0689867952099647","0.0133831553225725","0.00221255884577903"
"13","-0.000242801045893409","0.0448969270988231","0.00146524622301318"
"14","0.0185202067990515","0.0183769613809367","-0.00468832493312865"
"15","-0.0134824998845241","-0.0290511122002569","-0.00668333560965917"
"16","-0.0109362890879024","-0.0260412181641536","0.0296243345229554"
"17","-0.00161871554518287","0.0450473207491908","6.46303844936125e-05"
"18","0.00833273435361926","0.0129312589854395","0.00941803816609367"
"19","0.00158885563183655","0.0569112386131544","0.0313691784415808"
