"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","0.019458369048368","0.00254301959197888","-0.0293518914879542"
"3","0.011192822726197","-0.0135149616121176","0.0738145483502223"
"4","-0.216313592869279","-0.0615485147426768","-0.137765750418516"
"5","0.157086942200928","0.0456249263816413","0.132636199743916"
"6","0.124282190612256","-0.0899748653108548","-0.0424126828515384"
"7","-0.0903045345906947","0.00183319543606674","-0.0870129552815394"
"8","-0.443291749902847","-0.423773244843074","-0.242283974584402"
"9","0.210965561814201","-0.0141854962907713","0.0462399130763428"
"10","0.0985034984839195","0.109342209338026","0.0163294028318612"
"11","0.0537432560169402","-0.0108829618252939","0.0529564627708403"
"12","-0.0406232051925558","0.204526500733931","-0.0370505398453507"
"13","0.0910061891537716","-0.0026077582856792","0.0150729341347361"
"14","0.0640978420176453","0.0941864261234492","-0.00612215703782684"
"15","0.206150251134188","0.150924708565568","0.251645962334632"
"16","-0.361323944240075","0.107483482477801","-0.0411609229599945"
"17","0.00829947390046848","-0.212148238626072","-0.0151307409607589"
"18","-0.0504139167314457","0.0565608176632793","0.0232537340377211"
"19","0.157484546418014","0.0556107552247981","0.0263424581476087"
