"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3","c_summary.mean.chain.4","c_summary.sd.chain.4","c_summary.2.5..chain.4","c_summary.25..chain.4","c_summary.50..chain.4","c_summary.75..chain.4","c_summary.97.5..chain.4"
"delta",0.855066715770958,0.0012937417157271,0.0756299954040111,0.704982170369476,0.804854727513254,0.856350119985093,0.904906696430936,1.00380441265622,3417.3777246607,0.999774669653597,0.855461280410974,0.0767456063843956,0.700640556196199,0.804620525926708,0.858980766455695,0.905097142010875,1.00247426338517,0.855415269138415,0.0742448927445204,0.705020876524688,0.805955785590066,0.855348636867065,0.906008101647118,1.00296412940915,0.854771339489949,0.0728829743503986,0.706320729907827,0.808341409866,0.856290452964318,0.905232870726579,0.989643667873401,0.854618974044496,0.0786043133055236,0.706487365804001,0.802510080551832,0.853529968843685,0.904318439021097,1.0182370133704
"attackGoals_raw[1,1]",2.04514892501886,0.0639279306250263,2.65507674432586,-2.86745214428546,0.120111261412065,1.98740728686751,3.85587685492713,7.20622993550314,1724.93551809331,1.00009965751564,2.08055218598389,2.54445949632163,-2.67505629070644,0.214391979765089,1.8295025175287,3.76743667556788,7.06487262315833,2.00889822405998,2.67477129235903,-3.06800837435884,0.019474891466579,2.05838387457146,3.85015164562377,6.99564497990255,1.99162392575835,2.73826111194613,-2.90709655136888,0.0194698026613378,1.90727853875982,3.75305109378714,7.65330061055417,2.09952136427321,2.66073622076205,-2.79769269883781,0.158985398670211,2.13320998444088,4.08130859235852,6.82792505164687
"attackGoals_raw[1,2]",-1.3611227780754,0.0639193121117218,3.22665010886497,-7.54220997032081,-3.65739216796144,-1.44967485439728,0.841628862650987,5.08950763860178,2548.23550723292,1.00083595528411,-1.29526455277849,3.22469921537045,-7.55233001841593,-3.54735341403314,-1.54035116330926,0.917776515819016,5.26546835020251,-1.32461864561159,3.38609735862013,-7.614796022312,-3.78123749380545,-1.33570304521484,0.996944858061313,5.47742329706429,-1.45301525140964,3.08345564311034,-7.31733668732809,-3.63149037115931,-1.41212507563566,0.621107677570753,4.60975361343366,-1.37159266250186,3.20683903721247,-7.31037409844506,-3.70854781433422,-1.45333174929272,0.838048819064586,4.82640918605278
"attackGoals_raw[1,3]",1.58014983410768,0.0616318291531264,2.92018448913322,-3.90611230342895,-0.470620710689664,1.56255281680345,3.63706600416415,7.25619124112653,2244.96960409416,0.999958156379443,1.54696133846771,2.89984060621798,-3.6925243624929,-0.448501267492451,1.37649821998547,3.62911537729543,7.31949844735873,1.56890702088658,2.99502672922959,-4.20624121903028,-0.529890777914932,1.63636778550375,3.79215405154765,6.97234028746403,1.5418084719057,2.91238004710527,-4.00412621644046,-0.538762799209684,1.62793771257222,3.56802298456477,7.29522036998806,1.66292250517073,2.8739549487172,-3.84028093113232,-0.364949836795721,1.61751321482253,3.56884066200411,7.35661888416726
"attackGoals_raw[1,4]",-1.95988993721129,0.0546445796721492,2.76525835732873,-7.20449205606646,-3.88129974570134,-2.00709272385891,-0.0671299931796643,3.55134312155009,2560.80935509292,1.00067597324583,-1.88667328078073,2.7651029801861,-7.13518476827105,-3.8079863546004,-1.92835987177944,0.0661079202252539,3.53731847965616,-1.92104669019744,2.73851172988253,-7.10028660023191,-3.8649785203804,-1.96081606704181,-0.0109638874240634,3.46161875855926,-2.04966896230573,2.69516348941207,-7.07477087147112,-3.95028687171407,-2.06189490708019,-0.282623730158357,3.51566244028002,-1.98217081556127,2.86013916353401,-7.61140135836508,-3.90644869785797,-2.09116138009945,-0.070282477064092,3.6541682218685
"attackGoals_raw[1,5]",1.216032702451,0.0567077416179867,3.14196329957244,-5.14620089260533,-0.842275187396736,1.30833289218399,3.3650922858846,7.18275429591205,3069.85252059796,1.00093540153036,1.38515728353772,3.06131082073966,-4.74811200290976,-0.661895920280081,1.52449657274232,3.48252200904074,7.22686594380429,1.29349747715501,3.1539482406722,-5.26050997831229,-0.79597181595766,1.39489536933434,3.55142723488399,7.11433141222987,0.986869606918238,3.15210065966283,-5.2913035655461,-1.1180751426462,1.12102289951592,3.2489466977356,7.04204725307494,1.19860644219303,3.18891827887934,-5.21360865312818,-0.815973261153867,1.1578924779197,3.33009087715715,7.46756924050353
"attackGoals_raw[1,6]",1.106831682688,0.0562316134442922,2.88623351045978,-4.42976686715892,-0.878909859129368,1.09932185689317,3.1237054078717,6.70985728888036,2634.52206214615,1.00133989275721,1.30783793454775,2.8647004473766,-4.13385610264939,-0.716309848819471,1.29180501948615,3.28583575020555,6.91606494683807,1.12689709272634,2.96845258729949,-4.59010257402169,-0.934314012133099,1.19557418952201,3.18004701365639,6.88089891687989,0.927007195059534,2.83202492408533,-4.33038779393092,-1.01325179593175,0.916184116933865,2.85451236530755,6.33082630137814,1.06558450841838,2.86843084629906,-4.66845483469967,-0.878895911500163,1.0421503096149,3.09858489705576,6.51587010125432
"attackGoals_raw[1,7]",1.29130778808212,0.056534588280602,2.89372865616552,-4.45739282296735,-0.710519671166995,1.29940115977933,3.26551965293637,6.85363081813912,2619.91464591751,1.00189768681407,1.49338081272834,2.90364495935251,-4.44342179692903,-0.395265450483246,1.61344253479471,3.40711989325094,7.02931568079774,1.41069009180596,2.90769000343486,-4.28002117180919,-0.655452722827567,1.27880806726364,3.45964441838733,7.06354796047098,1.08365648542534,2.86843230792945,-4.59244146225344,-0.836757220418743,1.09206865424594,3.07235903010855,6.46987732431955,1.17750376236882,2.87920316422544,-4.43321845738562,-0.818693961533124,1.26890957991495,3.10110896360699,6.68442011922196
"attackGoals_raw[1,8]",0.179496981367644,0.0467305664019811,2.69488315057443,-5.04710375517197,-1.70449996448019,0.191390122515343,2.01889910455929,5.43829303958969,3325.65955006985,1.00149022932724,0.272142899308823,2.68543082065717,-4.87171108890046,-1.56396587096379,0.29685348447347,2.00537203139086,5.5646194532984,0.336886118845347,2.75819704354253,-4.85740090043536,-1.70449996448019,0.275399187523792,2.31533148466279,5.91479036704499,0.0313078189320236,2.61860101842175,-5.30773000829394,-1.79125817484372,0.0483594181331473,1.89812291872747,4.85489345121877,0.0776510883843806,2.70647810906935,-5.11641316177595,-1.80755376598492,0.143836199778054,1.91899649165438,5.18530470532094
"attackGoals_raw[1,9]",0.109247755078014,0.0730395121847494,3.15885459116927,-5.87889913940519,-2.10158542567574,0.122500533991166,2.28911569395648,6.24026977464783,1870.43896772564,1.00106328110905,0.0219108931679405,3.12467624843613,-5.86809574658236,-2.23589395057124,-0.0653544880079844,2.1700023730365,6.32693180038436,0.21591101521048,3.23609342654585,-5.79407088077954,-2.03842653508851,0.270414270596929,2.37997549077029,6.55995287955821,0.0325899145039525,3.18834074415703,-6.12435043016305,-2.28943591109386,0.116918391592401,2.32286927214359,6.00336974920821,0.166579197429683,3.0834731849697,-5.67258577796065,-2.01952518821991,0.146809531344643,2.25907366785322,6.0035482737249
"attackGoals_raw[1,10]",-3.12424455340248,0.0587628182762886,3.26135705133672,-8.56229246545493,-5.6568755919366,-3.30170065961752,-0.82314097623853,3.59119448909804,3080.28898238061,1.00013758816288,-3.18546284794073,3.19301676752091,-8.6509350871148,-5.58249681275906,-3.27393174503174,-1.09040891501779,3.62045923081982,-3.03167947615145,3.33173748487991,-8.58588282011522,-5.52256813418968,-3.29524592397317,-0.599790079884525,3.58881780046065,-3.2590928588122,3.2142485378234,-8.58090444030701,-5.80694203500228,-3.34071007804874,-0.949232117813366,3.09002780039515,-3.02074303070555,3.30195051054973,-8.39295290679694,-5.63986963680776,-3.26205345567951,-0.558055901146764,3.66991369457415
"attackGoals_raw[1,11]",1.90920321491737,0.0631585993345285,3.49714053464421,-5.42342156127223,-0.441457022137123,2.08389162681465,4.43996906411342,8.10689609352352,3065.92262166223,1.00029841112281,1.99843927355169,3.52782522059312,-5.29264669308257,-0.376282545358101,2.19585375765798,4.49117464568688,8.27526832861825,2.00390683741179,3.50861316786407,-5.15792799066539,-0.430216663300199,2.22882907368722,4.56131232163703,8.10542830669149,1.75132489386677,3.4971296984652,-5.63869603176821,-0.615579550146648,1.95266837949499,4.32505783219604,7.92345052591393,1.88314185483923,3.45267131580667,-5.32050826132196,-0.288053970229722,2.01418998268601,4.31402439084452,8.09394318522201
"attackGoals_raw[1,12]",3.87209666798332,0.0491698248051618,2.71342676684597,-1.77619901594073,2.06875687361593,4.03235273797119,5.86581122432351,8.57165870532372,3045.36174461735,1.00089756435961,3.96258902164429,2.69259813286897,-1.66992403675866,2.21030936944955,4.16587297723459,5.95712327127999,8.68693995384692,3.90550037285225,2.71472475081006,-1.76621123341266,2.06476951852782,4.06500320043015,5.89354800246596,8.68873642683632,3.76737888492343,2.69543428127649,-1.84367939687395,2.03075035588648,3.92204871558997,5.68383956669572,8.46497042667265,3.85291839251331,2.75001598307164,-1.76176265699628,1.94839790109501,3.97714481715293,5.93892514674074,8.48291898600697
"attackGoals_raw[1,13]",-3.37025221196584,0.0598922203797926,3.30893197637998,-8.7447108654405,-5.96923559375028,-3.6058370602211,-1.11166662033531,3.5102452202339,3052.35365247088,1.00006749799963,-3.26737363779636,3.18797086258869,-8.55821643652827,-5.53777649947288,-3.35822148356278,-1.19318238731162,3.5491839022778,-3.29727840547883,3.33217932739008,-8.66918984161457,-5.98262583702652,-3.47750047730155,-0.940303669875722,3.63061030746754,-3.48097524397001,3.34693306709399,-8.81018318992823,-6.08316446109473,-3.72732244255572,-1.24624226557693,3.33806970361928,-3.43538156061817,3.36473583144557,-8.77457456977066,-6.13107615516333,-3.72387983219331,-1.09257415017835,3.50312836695667
