Date,home.name,away.name,home.number,away.number,round,period,home.score,away.score,home.goals,home.behinds,away.goals,away.behinds,Home.Odds,Away.Odds,Bookmakers.Surveyed,Home.Odds.Open,Home.Odds.Min,Home.Odds.Max,Home.Odds.Close,Away.Odds.Open,Away.Odds.Min,Away.Odds.Max,Away.Odds.Close,Home.Line.Open,Home.Line.Min,Home.Line.Max,Home.Line.Close,Away.Line.Open,Away.Line.Min,Away.Line.Max,Away.Line.Close,Home.Line.Odds.Open,Home.Line.Odds.Min,Home.Line.Odds.Max,Home.Line.Odds.Close,Away.Line.Odds.Open,Away.Line.Odds.Min,Away.Line.Odds.Max,Away.Line.Odds.Close,Total.Score.Open,Total.Score.Min,Total.Score.Max,Total.Score.Close,Total.Score.Over.Open,Total.Score.Over.Min,Total.Score.Over.Max,Total.Score.Over.Close,Total.Score.Under.Open,Total.Score.Under.Min,Total.Score.Under.Max,Total.Score.Under.Close
2018-06-29,WB,GE,17,8,15,15,103,101,16,7,15,11,5.18,1.16,10,5,4.6,5.6,5.4,1.18,1.16,1.2,1.17,29.5,29.5,34.5,33.5,-29.5,-34.5,-29.5,-33.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,162.5,157.5,162.5,157.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-28,RI,SY,14,16,15,15,93,67,14,9,11,1,1.53,2.5,10,1.58,1.48,1.6,1.52,2.4,2.35,2.75,2.62,-9.5,-15.5,-8.5,-14.5,9.5,8.5,15.5,14.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,157.5,157.5,159.5,159.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-24,CW,CA,4,3,14,14,79,59,11,13,9,5,1.06,9.25,10,1.13,1.06,1.13,1.06,6,6,10.5,10.5,-38.5,-49.5,-38.5,-49.5,38.5,38.5,49.5,49.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,156.5,156.5,165.5,165.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-23,WB,NM,17,12,14,14,75,77,11,9,12,5,3.85,1.26,10,2.9,2.8,5,4.15,1.42,1.18,1.44,1.25,16.5,15.5,33.5,25.5,-16.5,-33.5,-15.5,-25.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,170.5,170.5,172.5,170.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-23,BL,GW,2,9,14,14,82,109,12,10,16,13,3.46,1.31,10,4,3.3,4,3.5,1.25,1.25,1.36,1.33,25.5,19.5,25.5,20.5,-25.5,-25.5,-19.5,-20.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,185.5,178.5,185.5,178.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-23,HW,GC,10,7,14,14,96,43,13,18,5,13,1.04,11.21,10,1.12,1.04,1.12,1.04,6.25,6.25,13,13,-38.5,-57.5,-38.5,-57.5,38.5,38.5,57.5,57.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,168.5,167.5,169.5,168.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-22,PA,ME,13,11,14,14,75,65,11,9,9,11,1.66,2.22,10,1.62,1.54,1.7,1.68,2.3,2.22,2.5,2.25,-8.5,-11.5,-6.5,-6.5,8.5,6.5,11.5,6.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,165.5,165.5,170.5,170.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-21,WC,ES,18,5,14,14,52,80,6,16,12,8,1.32,3.41,10,1.25,1.17,1.35,1.35,4,3.35,5.25,3.35,-27.5,-33.5,-20.5,-20.5,27.5,20.5,33.5,20.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,147.5,147.5,160.5,160.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-17,GE,RI,8,14,13,13,65,83,9,11,12,11,2.39,1.58,10,2.8,2.4,2.8,2.4,1.44,1.44,1.6,1.6,15.5,9.5,15.5,9.5,-15.5,-15.5,-9.5,-9.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,155.5,133.5,155.5,133.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-16,HW,AD,10,1,13,13,88,32,12,16,4,8,1.41,2.9,10,1.97,1.45,1.97,1.45,1.85,1.85,2.85,2.85,1.5,-16.5,1.5,-16.5,-1.5,-1.5,16.5,16.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,160.5,154.5,160.5,155.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-16,GC,SK,7,15,13,13,78,80,11,12,11,14,2.46,1.55,10,1.68,1.68,2.5,2.5,2.2,1.56,2.2,1.56,-7.5,-7.5,11.5,11.5,7.5,-11.5,7.5,-11.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,168.5,166.5,168.5,166.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-16,CA,FR,3,6,13,13,46,103,6,10,15,13,2.09,1.74,10,2.4,2.1,2.5,2.1,1.58,1.54,1.77,1.77,10.5,3.5,12.5,3.5,-10.5,-12.5,-3.5,-3.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,160.5,159.5,160.5,159.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-15,SY,WC,16,18,13,13,72,57,10,12,7,15,1.49,2.63,10,1.62,1.52,1.65,1.52,2.3,2.25,2.62,2.62,-8.5,-13.5,-7.5,-13.5,8.5,7.5,13.5,13.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,162.5,160.5,163.5,163.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-14,PA,WB,13,17,13,13,132,75,20,12,11,9,1.1,6.94,10,1.14,1.1,1.14,1.1,5.75,5.75,8,8,-35.5,-38.5,-35.5,-38.5,35.5,35.5,38.5,38.5,1.9,1.93,1.93,1.93,1.9,1.9,1.93,1.93,148.5,137.5,148.5,141.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-11,ME,CW,11,4,12,12,91,133,14,7,20,13,1.52,2.53,10,1.68,1.56,1.68,1.56,2.2,2.2,2.5,2.5,-6.5,-11.5,-6.5,-10.5,6.5,6.5,11.5,10.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,177.5,175.5,178.5,177.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-10,FR,AD,6,1,12,12,71,68,10,11,9,14,3.61,1.28,10,2.55,2.55,3.85,3.85,1.52,1.28,1.52,1.28,12.5,12.5,26.5,26.5,-12.5,-26.5,-12.5,-26.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,172.5,152.5,172.5,159.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-10,BL,ES,2,5,12,12,62,84,8,14,12,12,2.13,1.71,10,2.25,1.97,2.3,2.18,1.65,1.65,1.85,1.72,7.5,1.5,8.5,5.5,-7.5,-8.5,-1.5,-5.5,1.9,1.9,1.93,1.93,1.9,1.9,1.9,1.93,185.5,185.5,187.5,187.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-09,SK,SY,15,16,12,12,55,126,7,13,19,12,4.46,1.2,10,5.75,4,5.75,4.5,1.14,1.14,1.27,1.22,34.5,23.5,34.5,27.5,-34.5,-34.5,-23.5,-27.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,167.5,167.5,167.5,167.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-09,GW,GC,9,7,12,12,134,26,20,14,4,2,1.06,9.35,10,1.14,1.06,1.18,1.06,5.75,5,10.5,10.5,-35.5,-48.5,-33.5,-48.5,35.5,33.5,48.5,48.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,163.5,158.5,163.5,158.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-09,GE,NM,8,12,12,12,96,59,14,12,8,11,1.43,2.81,10,1.4,1.4,1.48,1.45,3,2.65,3,2.85,-17.5,-17.5,-14.5,-16.5,17.5,14.5,17.5,16.5,1.9,1.9,1.93,1.93,1.9,1.9,1.9,1.93,160.5,156.5,162.5,157.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-08,PA,RI,13,14,12,12,72,58,10,12,8,10,1.67,2.19,10,1.85,1.68,2.15,1.7,1.97,1.72,2.25,2.22,-1.5,-6.5,4.5,-6.5,1.5,-4.5,6.5,6.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,142.5,140.5,147.5,144.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-03,AD,GW,1,9,11,11,81,97,11,15,14,13,1.3,3.55,10,1.33,1.3,1.4,1.3,3.35,3,3.7,3.7,-21.5,-22.5,-17.5,-21.5,21.5,17.5,22.5,21.5,1.9,1.9,1.9,1.93,1.9,1.9,1.93,1.93,168.5,166.5,169.5,169.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-03,CW,FR,4,6,11,11,138,77,21,12,12,5,1.13,6.13,10,1.35,1.14,1.35,1.14,3.25,3.25,6.25,6.25,-20.5,-43.5,-20.5,-43.5,20.5,20.5,43.5,43.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,158.5,158.5,166.5,166.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-03,NM,BL,12,2,11,11,141,87,21,15,12,15,1.23,4.19,10,1.25,1.25,1.27,1.25,4,4,4.15,4.15,-26.5,-27.5,-26.5,-26.5,26.5,26.5,27.5,26.5,1.9,1.9,1.93,1.93,1.9,1.9,1.9,1.93,175.5,175.5,179.5,179.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-02,WC,SK,18,15,11,11,101,88,16,5,14,4,1.04,11.02,10,1.05,1.04,1.05,1.04,10,10,13,13,-50.5,-53.5,-50.5,-52.5,50.5,50.5,53.5,52.5,1.9,1.9,1.93,1.93,1.9,1.9,1.9,1.93,169.5,166.5,169.5,166.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-02,ES,RI,5,14,11,11,43,114,6,7,17,12,3.17,1.36,10,5,3.1,5,3.2,1.18,1.18,1.4,1.38,30.5,18.5,30.5,19.5,-30.5,-30.5,-18.5,-19.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,166.5,163.5,166.5,164.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-02,GC,GE,7,8,11,11,36,121,4,12,17,19,3.38,1.32,10,4.6,3.2,4.6,3.35,1.2,1.2,1.38,1.35,30.5,18.5,30.5,22.5,-30.5,-30.5,-18.5,-22.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,160.5,159.5,164.5,164.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-02,HW,PA,10,13,11,11,64,61,9,10,9,7,1.98,1.81,10,1.85,1.85,2.1,2,1.97,1.77,1.97,1.85,-1.5,-1.5,4.5,2.5,1.5,-4.5,1.5,-2.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,167.5,164.5,167.5,165.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-02,WB,ME,17,11,11,11,51,100,7,9,15,10,5.36,1.16,10,3,3,6,6,1.4,1.15,1.4,1.15,16.5,16.5,39.5,39.5,-16.5,-39.5,-16.5,-39.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,175.5,175.5,180.5,180.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-06-01,SY,CA,16,3,11,11,91,61,13,13,9,7,1.05,9.99,10,1.03,1.03,1.06,1.05,12,10,12,11,-54.5,-56.5,-48.5,-48.5,54.5,48.5,56.5,48.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,165.5,148.5,165.5,148.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-27,FR,NM,6,12,10,10,58,86,8,10,12,14,1.88,1.91,10,1.62,1.62,1.93,1.93,2.3,1.93,2.3,1.93,-8.5,-8.5,-1.5,-1.5,8.5,1.5,8.5,1.5,1.9,1.9,1.97,1.97,1.9,1.86,1.9,1.86,160.5,143.5,161.5,145.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-27,ME,AD,11,1,10,10,146,55,23,8,8,7,1.68,2.19,10,2.35,1.68,2.35,1.68,1.6,1.6,2.25,2.25,9.5,-6.5,9.5,-6.5,-9.5,-9.5,6.5,6.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,185.5,184.5,186.5,185.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-27,HW,WC,10,18,10,10,60,75,9,6,11,9,2.14,1.71,10,1.75,1.75,2.3,2.15,2.1,1.65,2.1,1.75,-4.5,-4.5,7.5,4.5,4.5,-7.5,4.5,-4.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,177.5,176.5,180.5,177.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-26,GE,CA,8,3,10,10,73,45,11,7,5,15,1.07,8.86,10,1.04,1.04,1.07,1.07,11,8.5,11,10,-52.5,-52.5,-44.5,-49.5,52.5,44.5,52.5,49.5,1.9,1.9,1.9,1.93,1.9,1.9,1.93,1.93,174.5,164.5,174.5,164.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-26,GW,ES,9,5,10,10,60,95,8,12,14,11,1.38,3.02,10,1.36,1.36,1.5,1.4,3.2,2.68,3.2,3.1,-18.5,-18.5,-13.5,-18.5,18.5,13.5,18.5,18.5,1.9,1.9,1.93,1.93,1.9,1.93,1.93,1.93,168.5,164.5,168.5,165.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-26,BL,SY,2,16,10,10,49,67,6,13,10,7,3.22,1.35,10,4,3.2,4.6,3.2,1.25,1.2,1.38,1.38,25.5,17.5,27.5,17.5,-25.5,-27.5,-17.5,-17.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,173.5,168.5,180.5,168.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-26,RI,SK,14,15,10,10,105,77,15,15,12,5,1.1,7.06,10,1.06,1.06,1.11,1.1,9.5,7.25,9.5,8,-47.5,-47.5,-40.5,-42.5,47.5,40.5,47.5,42.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,159.5,159.5,165.5,165.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-25,CW,WB,4,17,10,10,90,55,13,12,8,7,1.39,3,10,1.42,1.38,1.45,1.38,2.9,2.75,3.2,3.2,-16.5,-19.5,-14.5,-18.5,16.5,14.5,19.5,18.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,172.5,170.5,172.5,170.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-20,WC,RI,18,14,9,9,130,83,20,10,12,11,1.92,1.89,11,2.18,1.93,2.2,1.95,1.7,1.68,1.93,1.9,5.5,1.5,6.5,1.5,-5.5,-6.5,-1.5,-1.5,1.9,1.86,1.9,1.9,1.9,1.9,1.97,1.95,165.5,165.5,170.5,170.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-20,BL,HW,2,10,9,9,129,73,20,9,11,7,2.93,1.41,11,2.75,2.75,3,3,1.45,1.42,1.45,1.42,14.5,14.5,16.5,16.5,-14.5,-16.5,-14.5,-16.5,1.9,1.9,1.93,1.93,1.9,1.9,1.93,1.93,179.5,179.5,184.5,184.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-20,CA,ME,3,11,9,9,50,159,7,8,25,9,6.16,1.13,11,5,4.6,6.5,6.25,1.18,1.13,1.2,1.14,31.5,28.5,41.5,40.5,-31.5,-41.5,-28.5,-40.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,171.5,162.5,172.5,162.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-19,SK,CW,15,4,9,9,72,100,10,12,15,10,3.84,1.27,10,4,3.35,4,4,1.25,1.25,1.33,1.27,25.5,20.5,26.5,26.5,-25.5,-26.5,-20.5,-26.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,165.5,165.5,167.5,167.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-19,SY,FR,16,6,9,9,111,52,17,9,7,10,1.17,5.13,11,1.22,1.16,1.25,1.16,4.35,4,5.6,5.6,-26.5,-36.5,-26.5,-36.5,26.5,26.5,36.5,36.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,159.5,158.5,160.5,158.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-19,ES,GE,5,8,9,9,84,50,12,12,7,8,4.94,1.18,11,2.8,2.8,5,5,1.44,1.19,1.44,1.19,15.5,15.5,33.5,32.5,-15.5,-33.5,-15.5,-32.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,170.5,169.5,170.5,169.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-19,GC,PA,7,13,9,9,42,82,6,6,11,16,7.26,1.1,11,4.35,4.35,9,9,1.22,1.08,1.22,1.08,26.5,26.5,47.5,47.5,-26.5,-47.5,-26.5,-47.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,153.5,153.5,162.5,155.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-19,NM,GW,12,9,9,9,112,69,17,10,9,15,1.46,2.74,11,2.1,1.45,2.15,1.45,1.75,1.72,2.85,2.85,4.5,-15.5,5.5,-15.5,-4.5,-5.5,15.5,15.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,165.5,163.5,165.5,163.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-18,AD,WB,1,17,9,9,63,26,9,9,2,14,1.3,3.52,11,1.2,1.14,1.33,1.3,4.6,3.5,5.75,3.7,-31.5,-35.5,-22.5,-22.5,31.5,22.5,35.5,22.5,1.9,1.9,1.93,1.93,1.9,1.93,1.93,1.93,179.5,163.5,179.5,163.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-13,CW,GE,4,8,8,8,45,66,5,15,9,12,2.3,1.62,11,2.2,2.15,2.5,2.4,1.68,1.54,1.72,1.6,6.5,5.5,11.5,10.5,-6.5,-11.5,-5.5,-10.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,174.5,172.5,174.5,172.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-13,NM,RI,12,14,8,8,72,82,11,6,12,10,3.57,1.29,11,4.6,3.7,4.6,3.7,1.2,1.2,1.3,1.3,28.5,22.5,30.5,22.5,-28.5,-30.5,-22.5,-22.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,173.5,171.5,173.5,171.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-12,FR,SK,6,15,8,8,89,59,13,11,8,11,1.45,2.78,11,1.28,1.25,1.52,1.52,3.7,2.62,4,2.62,-23.5,-26.5,-13.5,-13.5,23.5,13.5,26.5,13.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,162.5,158.5,162.5,158.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-12,WB,BL,17,2,8,8,107,93,16,11,14,9,1.41,2.89,11,1.35,1.3,1.44,1.44,3.25,2.9,3.6,2.9,-19.5,-22.5,-16.5,-17.5,19.5,16.5,22.5,17.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,170.5,170.5,174.5,174.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-12,PA,AD,13,1,8,8,95,90,14,11,14,6,2.13,1.71,11,2.15,2.15,2.5,2.15,1.72,1.54,1.75,1.75,5.5,5.5,11.5,5.5,-5.5,-11.5,-5.5,-5.5,1.9,1.9,1.9,1.93,1.9,1.9,1.93,1.93,170.5,170.5,171.5,171.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-12,GC,ME,7,11,8,8,77,146,11,11,21,20,3.71,1.28,11,2.65,2.65,4.15,4.15,1.48,1.25,1.48,1.25,13.5,13.5,26.5,26.5,-13.5,-26.5,-13.5,-26.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,172.5,170.5,172.5,170.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-12,CA,ES,3,5,8,8,91,78,14,7,10,18,2.92,1.4,11,4.35,2.9,4.35,3,1.22,1.22,1.44,1.42,26.5,15.5,26.5,16.5,-26.5,-26.5,-15.5,-16.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,165.5,152.5,165.5,161.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-12,GW,WC,9,18,8,8,61,86,8,13,12,14,1.49,2.61,11,1.4,1.4,1.72,1.5,3,2.15,3,2.68,-16.5,-16.5,-5.5,-14.5,16.5,5.5,16.5,14.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,159.5,154.5,159.5,154.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-11,HW,SY,10,16,8,8,71,79,10,11,12,7,1.57,2.4,11,1.95,1.56,1.95,1.56,1.87,1.87,2.5,2.5,1.5,-11.5,1.5,-11.5,-1.5,-1.5,11.5,11.5,1.89,1.93,1.89,1.93,1.93,1.93,1.93,1.93,152.5,136.5,152.5,139.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-06,BL,CW,2,4,7,7,114,121,18,6,19,7,3.37,1.32,11,2.7,2.7,3.5,3.5,1.47,1.33,1.47,1.33,13.5,13.5,23.5,23.5,-13.5,-23.5,-13.5,-23.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,164.5,164.5,169.5,169.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-06,SK,ME,15,11,7,7,67,106,9,13,16,10,2.89,1.41,10,3.35,3,3.35,3,1.33,1.33,1.42,1.42,20.5,17.5,22.5,18.5,-20.5,-22.5,-17.5,-18.5,1.9,1.9,1.9,1.93,1.9,1.9,1.93,1.93,161.5,161.5,166.5,166.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-06,RI,FR,14,6,7,7,110,33,15,20,4,9,1.13,6.04,10,1.17,1.12,1.17,1.15,5.25,5.25,6.75,6,-30.5,-41.5,-30.5,-38.5,30.5,30.5,41.5,38.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,168.5,167.5,168.5,167.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-05,AD,CA,1,3,7,7,125,70,19,11,10,10,1.03,11.76,10,1.04,1.03,1.04,1.03,11,11,15,15,-52.5,-56.5,-52.5,-53.5,52.5,52.5,56.5,53.5,1.9,1.9,1.9,1.93,1.9,1.9,1.93,1.93,169.5,168.5,169.5,168.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-05,SY,NM,16,12,7,7,66,68,9,12,9,14,1.22,4.28,11,1.1,1.1,1.25,1.25,7,4.15,7,4.15,-39.5,-39.5,-26.5,-26.5,39.5,26.5,39.5,26.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,167.5,164.5,167.5,164.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-05,WC,PA,18,13,7,7,102,60,16,6,9,6,1.78,2.04,10,1.85,1.72,1.9,1.8,1.97,1.9,2.18,2.05,-1.5,-5.5,-1.5,-2.5,1.5,1.5,5.5,2.5,1.9,1.9,1.97,1.93,1.9,1.85,1.93,1.93,171.5,171.5,171.5,171.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-05,ES,HW,5,10,7,7,67,90,10,7,13,12,2.6,1.5,11,1.75,1.75,2.68,2.68,2.1,1.5,2.1,1.5,-4.5,-4.5,13.5,13.5,4.5,-13.5,4.5,-13.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,177.5,175.5,177.5,175.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-05,WB,GC,17,7,7,7,81,72,11,15,10,12,1.22,4.21,11,1.2,1.15,1.27,1.25,4.6,3.85,6,4.15,-28.5,-36.5,-23.5,-26.5,28.5,23.5,36.5,26.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,164.5,161.5,164.5,163.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-05-04,GE,GW,8,9,7,7,93,32,14,9,4,8,1.39,3.05,10,1.62,1.38,1.65,1.38,2.3,2.25,3.2,3.2,-8.5,-19.5,-7.5,-19.5,8.5,7.5,19.5,19.5,1.9,1.93,1.9,1.93,1.9,1.9,1.93,1.93,163.5,159.5,163.5,159.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-04-29,FR,WC,6,18,6,6,81,89,12,9,13,11,2.27,1.63,13,2.3,2.15,2.35,2.35,1.62,1.62,1.72,1.63,8.5,5.5,9.5,9.5,-8.5,-9.5,-5.5,-9.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,172.5,170.5,172.5,170.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-04-29,CW,RI,4,14,6,6,70,113,10,10,16,17,2.68,1.46,13,2.55,2.5,2.9,2.8,1.52,1.42,1.54,1.47,11.5,11.5,15.5,14.5,-11.5,-15.5,-11.5,-14.5,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.93,174.5,168.5,174.5,168.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-04-29,ES,ME,5,11,6,6,72,108,10,12,16,12,2.1,1.73,13,1.97,1.9,2.18,2.18,1.85,1.72,1.95,1.72,1.5,-1.5,5.5,5.5,-1.5,-5.5,1.5,-5.5,1.9,1.97,1.93,1.93,1.9,1.93,1.86,1.93,188.5,181.5,188.5,181.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-04-28,AD,GC,1,7,6,6,110,62,16,14,9,8,1.08,7.54,13,1.08,1.07,1.1,1.1,8,8,9,8,-45.5,-47.5,-45.5,-46.5,45.5,45.5,47.5,46.5,1.9,1.9,1.93,1.93,1.9,1.9,1.9,1.93,183.5,179.5,183.5,180.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-04-28,HW,SK,10,15,6,6,89,54,13,11,7,12,1.47,2.66,13,1.25,1.25,1.5,1.5,4,2.68,4,2.68,-25.5,-25.5,-13.5,-14.5,25.5,13.5,25.5,14.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,176.5,169.5,176.5,169.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2018-04-28,GW,BL,9,2,6,6,77,43,10,17,5,13,1.11,6.43,13,1.11,1.11,1.14,1.13,6.5,6,6.5,6.5,-40.5,-40.5,-36.5,-37.5,40.5,36.5,40.5,37.5,1.9,1.9,1.93,1.93,1.9,1.93,1.9,1.93,160.5,159.5,168.5,168.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
