"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","-0.00774370663394621","0.0310846705409129","0.0305878547683291"
"3","0.0276057461851557","-0.022689447216528","0.0124584016880532"
"4","-0.0461677165512702","-0.0421080346104072","-0.0233220844982899"
"5","0.00934381389713309","0.000801690801653744","-0.0254851694945818"
"6","0.00730563849373245","-0.0021579319276954","0.0355801111451321"
"7","0.0246517681801811","-0.0880209073530383","-0.0223427938028543"
"8","-0.0339689937143541","-0.0130261127620419","-0.0312400081098356"
"9","0.015374313862669","0.0121310153530998","-0.00556103363241364"
"10","0.0220365171587514","0.0129220974526485","0.00698847712131023"
"11","0.013969726687219","0.0116739451563772","-0.0253809683913605"
"12","-0.0234393756414659","0.00403988120757836","0.0333480224712664"
"13","0.00550215435974431","0.050383957988332","-0.0273559135417569"
"14","0.0145511126185352","0.0124834332345103","-0.00418542397344552"
"15","-0.0335321998053508","-0.0316963125540553","-0.0342581345437724"
"16","-0.017629367632369","-0.027188850691334","0.0345942649364362"
"17","-0.00179547184791257","0.0392118963897787","-0.000466347402001808"
"18","0.033309823513571","-0.00370854273243139","0.0035285618663145"
"19","-0.00937378313002343","0.05586355172264","0.0425121833934705"
