"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3","c_summary.mean.chain.4","c_summary.sd.chain.4","c_summary.2.5..chain.4","c_summary.25..chain.4","c_summary.50..chain.4","c_summary.75..chain.4","c_summary.97.5..chain.4"
"delta",0.900124804835518,0.00318430215167913,0.060874725422841,0.787915254989327,0.85726049418338,0.90269635122055,0.943167654378506,1.01715599056827,365.464746247232,1.00539424065466,0.900824218028398,0.0613554415445571,0.782835174863468,0.861398856753848,0.903594126679785,0.941510487043944,1.0181663187875,0.890948151990358,0.0649156245351317,0.789869026661241,0.833626051181785,0.891741768582904,0.937845877213783,1.01440940611329,0.903354521551982,0.058665079503493,0.789967747123626,0.86450873143674,0.90335908329989,0.944426806889027,1.01703829040284,0.905372327771333,0.0573493127605997,0.790385564150412,0.867286249775993,0.90692348623578,0.945518325961104,1.01997344972098
"attackGoals_raw[1,1]",1.93351274628596,0.0738969383112813,2.63235075383659,-2.98418071549637,-0.0909883341355031,1.87604813180381,3.74136314273617,7.22273109117729,1268.92111610028,1.00448652525579,1.93039062409947,2.53107964875184,-2.44478289358346,0.0711001608300159,1.77593001402085,3.70221484077436,7.35253717965112,1.70777350639275,2.64338445430534,-3.30214520345118,-0.250495553360899,1.63372746750443,3.58205689306298,6.97895820588507,2.21945147947677,2.64167963715259,-2.95147101457449,0.434859669356248,2.28206307615165,4.11199134355432,7.39711339558887,1.87643537517486,2.68799424255216,-2.99413460523868,-0.159254556629192,1.82900746181057,3.68949355325662,7.14032688014555
"attackGoals_raw[1,2]",-1.59215788360523,0.0691517545305142,3.3322193558432,-7.93073061595178,-3.80886424943618,-1.56676841547309,0.573135525521853,5.2506460069573,2321.99220955475,1.00398111559132,-1.87891043896015,3.34172526441349,-7.98746771247298,-4.40207503936154,-1.85313610855159,0.377174774866491,4.96373546621929,-1.49620780014599,3.11241028421098,-8.29234814673428,-3.38832604244427,-1.37075750964836,0.329903455967918,4.91894107156638,-1.28292390374199,3.60661879394261,-7.71418724649888,-3.74098161235758,-1.38083801012572,1.14358115152713,5.97688237759752,-1.71058939157279,3.22152801621801,-7.80131958015226,-3.94658597017836,-1.83738533228336,0.531743846243662,4.55655213784758
"attackGoals_raw[1,3]",1.38871321919929,0.0863104072032765,3.0456037296663,-4.56039029495392,-0.79932262171489,1.33419542468653,3.5268962466447,7.39551712785535,1245.14652293643,1.00729584858149,1.45037047089254,2.96418859248682,-4.32446001192193,-0.583060540328284,1.46109297130812,3.52180756138027,7.04199472520636,1.07498290014194,3.12770015635706,-4.74429068853969,-1.03461547839423,0.962426757155844,3.27410718312076,7.47057995768655,1.80558868684525,3.02839771203979,-4.28229877458952,-0.249703431592848,1.81446253616127,3.86066399493756,7.80373812885629,1.22391081891742,3.01356214300378,-4.97058340549158,-0.7442960095597,1.17426390194292,3.37332128139867,6.95467773366829
"attackGoals_raw[1,4]",-2.40735210941712,0.0727244292880951,2.87681859467893,-7.794398121076,-4.4573996695825,-2.37928053989544,-0.430633489720946,3.34259624329461,1564.81972119597,1.00579203127552,-2.63442855490375,2.82940507040527,-7.8577340114948,-4.57448465935272,-2.66804456543122,-0.684677686814898,2.87289186815177,-2.27153968536196,2.83831124549445,-7.71092920747432,-4.25654999798985,-1.9213915170962,-0.429078765991569,3.33264993732636,-2.16893968078462,2.93682364267525,-7.82888331901761,-4.22050481901392,-2.21198281364802,-0.127743285637297,3.68607856140682,-2.55450051661814,2.87908349377001,-7.68034286915837,-4.70796625322434,-2.5197246103031,-0.525562427503496,3.14618187543447
"attackGoals_raw[1,5]",1.35820712762531,0.0763248869696976,3.28895394552355,-5.13115295438185,-0.952910621363595,1.29124878886852,3.78670357755728,7.55572557295574,1856.87746107968,1.00135253518224,1.22283719760028,3.33929157771544,-5.28598363225865,-1.096917876834,1.25250926471737,3.61749087600145,7.64823047843931,1.51425386825991,3.20852642446627,-4.93359560153297,-0.469014826066414,1.14635414186059,3.95386199247844,7.52266582568382,1.40251896099579,3.26799948435188,-4.83288071731382,-1.03838102847867,1.53829060191134,3.83067564785427,7.52778997843349,1.29321848364527,3.33475964018797,-5.40399988146723,-1.13989481015406,1.32117928879103,3.7343306752699,7.40112443037607
"attackGoals_raw[1,6]",0.869424114034481,0.0760883039571543,3.04397264411869,-5.1637216360739,-0.98905504863481,0.800426820569568,2.91920712221617,6.94654152360254,1600.4631647021,1.00427996362572,0.829228388106189,2.99892461839329,-4.87630127910753,-1.10638235598296,0.840962895370946,2.83497204161551,6.80816883407818,0.738387643599422,3.02340913114319,-5.57481107943278,-0.77662763851833,0.373520193096684,2.93749046088212,6.85902751089598,1.14564936648982,3.01217819165132,-4.77844398714004,-0.783165215480199,1.1111301626763,3.09157652683436,7.11253937567203,0.764431057942496,3.12591894383808,-5.32561029677643,-1.26387663736707,0.819088698039341,2.79489958363033,7.03457706619022
"attackGoals_raw[1,7]",1.19527241427232,0.0653954954564764,2.96980994415937,-4.68262524511293,-0.779189949240203,1.13751255607724,3.19603353394132,7.07756093003553,2062.34655364784,1.00327104808546,1.14519903274962,2.97890254482136,-4.67211279007805,-0.900391715247027,1.07700660977361,3.1837341822219,7.29012316448609,1.10008972674188,2.91092297423452,-4.77129625601708,-0.74151856271334,1.05805968325895,3.0348516834951,6.79562931944941,1.41806139536638,2.97072295942309,-4.42765621528531,-0.616742058892456,1.50700090192135,3.46365911475097,7.27320608312513,1.11773950223139,3.01006209187312,-4.81250273273601,-0.913182088913899,1.11804168304171,3.20040718235792,6.81946848767724
"attackGoals_raw[1,8]",-0.141595353035792,0.0661511134644604,2.84339646346274,-5.72575271046833,-2.09129618623059,-0.01983655817964,1.67748063243085,5.41784622847497,1847.56837791142,1.00248086176973,-0.226215849547549,2.71550112442992,-5.63485018032957,-2.02216849580895,-0.196478887553178,1.54535021504856,5.3682654126507,0.00998422317316581,2.86525653601139,-5.89614484438871,-1.81547807401798,0.350252954304374,1.62068892357002,5.47421391268864,-0.136578390463625,2.92964012940965,-5.6884660764552,-2.20252617569664,-0.00408323074283512,1.9434290660011,5.35862065259659,-0.213571395305159,2.85608638208414,-5.73897115804085,-2.18816807740709,-0.270835551484564,1.67880396488974,5.36925251074334
"attackGoals_raw[1,9]",-0.102775838561959,0.085153496375407,3.26093307389276,-6.45147546035555,-2.39115492815052,-0.132685831604307,2.2271014601346,6.24844251652445,1466.48897358013,1.00485879275765,-0.0922942456900437,3.13218927689832,-6.23107758930598,-2.24316712850776,-0.166714289455792,2.17784646834114,6.0261060859022,-0.275860578045028,3.31487783018496,-6.862062893208,-2.53965020787712,-0.580764703699521,2.09350577705114,6.40242482827774,0.197035731151779,3.25893091192647,-6.34638484281369,-2.15293609563246,0.332011176176954,2.64443864266418,6.22373415182721,-0.239984261664545,3.31688581472445,-6.53322733805454,-2.55162712076505,-0.225907161768836,2.05774247217429,6.23991952260774
