"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","0.00462827264135148","0.0399112108280178","0.0425371368835394"
"3","0.0189565417885206","-0.0237775650278494","0.0107287894891399"
"4","-0.0532568124379131","-0.0478283061326307","-0.0256771319259757"
"5","0.00809740555523364","-0.00659429518634329","-0.0301921523091476"
"6","-0.00372870084091036","-0.0083976860393486","0.0218009269062622"
"7","0.0281328186793723","-0.0944147690361632","-0.0259966753681664"
"8","-0.0197804183786061","-0.0109521925783434","-0.0267421710748916"
"9","0.00875822440011298","0.00735165641611886","-0.0129241929502672"
"10","0.027939583520763","0.0133593544137683","-0.00162392761532744"
"11","-0.00124920850351646","0.0117662169888163","-0.0141146041014464"
"12","-0.0181851838341901","0.00542276912726269","0.0320178093368099"
"13","0.00751155902057695","0.0504311168156078","-0.0179166225828308"
"14","0.00910475478613268","0.00517729625115082","0.00313572949277652"
"15","-0.0331048950104638","-0.0276476635664386","-0.036955499691016"
"16","-0.0147019532543605","-0.0211353568295675","0.0371455801446348"
"17","0.00185252799629639","0.0428473435979326","0.00225158419410723"
"18","0.0313596266567052","-0.0038775356327271","0.00141256770827068"
"19","-0.0023341427851048","0.0683584055907367","0.0411128534635287"
