"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","-0.00517521641679002","0.0181327545643747","0.0286312491809062"
"3","0.039154305158684","-0.0128321027075524","0.0159429931639341"
"4","-0.035254985896919","-0.0511499209439894","-0.0232651858126249"
"5","-0.0223472306915622","-0.00658259427612305","-0.0532785846530528"
"6","-0.0142596440556771","-0.00120315492502669","0.018289734075704"
"7","-2.44765291768414e-06","-0.074489538334787","-0.0290001401224392"
"8","-0.010809626266604","-0.00628251983726488","-0.00113417840052301"
"9","0.0145949993770283","0.0140078284899758","-0.0170565722842686"
"10","0.0191376108692012","-0.000561002051459129","0.00123330821891871"
"11","0.0185365966713301","0.00874046907169874","-0.0126582654783044"
"12","-0.0223148198815661","-0.010952868072571","0.0209680222381094"
"13","0.0235485172781331","0.0318424295874465","-0.023254846866794"
"14","-0.0119587553682163","0.00542827673048581","-0.0125257269112222"
"15","-0.0125477113557443","-0.0147096080342292","-5.45122531838773e-05"
"16","-0.00687144097230879","-0.0421048550655309","0.0364399635726222"
"17","-0.00401255468141065","0.0687836302138969","0.00934125342719263"
"18","0.0347633151234184","0.0132180397995414","0.00276607252383285"
"19","-0.00418091123807905","0.0607147357911138","0.038615416381193"
